	Unnamed: 0	categories	coordinates	display_phone	distance	id	image_url	is_closed	location	name	phone	price	rating	review_count	transactions	url	inspection_score
10	745	[{u'alias': u'japanese', u'title': u'Japanese'}, {u'alias': u'sushi', u'title': u'Sushi Bars'}]	{u'latitude': 40.75703, u'longitude': -73.97692}	(212) 355-3345	377.896147594	hatsuhana-sushi-restaurant-new-york	https://s3-media2.fl.yelpcdn.com/bphoto/yqxu_IyzeCxuKgN9M5ayFw/o.jpg	False	{u'city': u'New York', u'display_address': [u'17 E 48th St', u'New York, NY 10017'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'17 E 48th St', u'zip_code': u'10017'}	Hatsuhana Sushi Restaurant	12123553345.0	$$$	4.0	983	[delivery, pickup]	https://www.yelp.com/biz/hatsuhana-sushi-restaurant-new-york?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	5
11	1212	[{u'alias': u'seafood', u'title': u'Seafood'}]	{u'latitude': 40.852818, u'longitude': -73.7896941}	(718) 885-0300	6871.20036666	sea-shore-restaurant-and-marina-bronx	https://s3-media4.fl.yelpcdn.com/bphoto/2aUEY-K8oRb_esVKX7aGEg/o.jpg	False	{u'city': u'Bronx', u'display_address': [u'591 City Island Ave', u'Bronx, NY 10464'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'591 City Island Ave', u'zip_code': u'10464'}	Sea Shore Restaurant & Marina	17188850300.0	$$$	3.0	229	[]	https://www.yelp.com/biz/sea-shore-restaurant-and-marina-bronx?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	7
12	2995	[{u'alias': u'italian', u'title': u'Italian'}]	{u'latitude': 40.71665, u'longitude': -73.95123}	(718) 384-8831	6576.20106915	bamontes-brooklyn	https://s3-media4.fl.yelpcdn.com/bphoto/xWgfQHA7V6E1AwFJXUDj7Q/o.jpg	False	{u'city': u'Brooklyn', u'display_address': [u'32 Withers St', u'Brooklyn, NY 11211'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'32 Withers St', u'zip_code': u'11211'}	Bamonte's	17183848831.0	$$	4.0	260	[restaurant_reservation]	https://www.yelp.com/biz/bamontes-brooklyn?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	6
13	1021	[{u'alias': u'steak', u'title': u'Steakhouses'}, {u'alias': u'desserts', u'title': u'Desserts'}, {u'alias': u'pubs', u'title': u'Pubs'}]	{u'latitude': 40.75071, u'longitude': -73.98652}	(212) 947-3636	1254.79840442	keens-steakhouse-new-york	https://s3-media2.fl.yelpcdn.com/bphoto/FfrkvCd9EK5Q88Td6A9s-A/o.jpg	False	{u'city': u'New York', u'display_address': [u'72 W 36th St', u'New York, NY 10018'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'72 W 36th St', u'zip_code': u'10018'}	Keens Steakhouse	12129473636.0	$$$$	4.0	1894	[]	https://www.yelp.com/biz/keens-steakhouse-new-york?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	10
14	1293	[{u'alias': u'seafood', u'title': u'Seafood'}]	{u'latitude': 40.85742, u'longitude': -73.79065}	(718) 885-3364	6832.72447193	jps-restaurant-bronx	https://s3-media2.fl.yelpcdn.com/bphoto/O_qiIBttySLKdrvKsGN2gQ/o.jpg	False	{u'city': u'Bronx', u'display_address': [u'703 Minnieford Ave', u'Bronx, NY 10464'], u'country': u'US', u'address2': None, u'address3': u'', u'state': u'NY', u'address1': u'703 Minnieford Ave', u'zip_code': u'10464'}	JP's Restaurant	17188853364.0	$$$	3.0	102	[]	https://www.yelp.com/biz/jps-restaurant-bronx?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	10
15	1233	[{u'alias': u'pizza', u'title': u'Pizza'}]	{u'latitude': 40.8545051515, u'longitude': -73.8657798618}	(718) 409-9776	534.154032553	john-and-joes-pizzeria-bronx	https://s3-media3.fl.yelpcdn.com/bphoto/6Gk0EDbyIZQyeGPNncxv7g/o.jpg	False	{u'city': u'Bronx', u'display_address': [u'749 Lydig Ave', u'Bronx, NY 10462'], u'country': u'US', u'address2': None, u'address3': u'', u'state': u'NY', u'address1': u'749 Lydig Ave', u'zip_code': u'10462'}	John & Joe's Pizzeria	17184099776.0	$	4.0	132	[]	https://www.yelp.com/biz/john-and-joes-pizzeria-bronx?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	7
16	944	[{u'alias': u'newamerican', u'title': u'American (New)'}, {u'alias': u'french', u'title': u'French'}, {u'alias': u'bars', u'title': u'Bars'}]	{u'latitude': 40.7774217133, u'longitude': -73.9831341388}	(212) 873-7411	1952.74629	cafe-luxembourg-new-york	https://s3-media2.fl.yelpcdn.com/bphoto/Ysz65EFMSLFiwcBS0x_cIg/o.jpg	False	{u'city': u'New York', u'display_address': [u'200 W 70th St', u'New York, NY 10023'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'200 W 70th St', u'zip_code': u'10023'}	Cafe Luxembourg	12128737411.0	$$$	4.0	382	[restaurant_reservation]	https://www.yelp.com/biz/cafe-luxembourg-new-york?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	10
17	3455	[{u'alias': u'seafood', u'title': u'Seafood'}, {u'alias': u'bars', u'title': u'Bars'}, {u'alias': u'steak', u'title': u'Steakhouses'}]	{u'latitude': 40.7221344484, u'longitude': -73.8675618805}	(718) 894-8084	1617.06868058	london-lennies-rego-park	https://s3-media2.fl.yelpcdn.com/bphoto/gmu4m0Ku3f2InV7PxaAKLQ/o.jpg	False	{u'city': u'Rego Park', u'display_address': [u'6388 Woodhaven Blvd', u'Rego Park, NY 11374'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'6388 Woodhaven Blvd', u'zip_code': u'11374'}	London Lennie's	17188948084.0	$$$	3.5	444	[]	https://www.yelp.com/biz/london-lennies-rego-park?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	7
18	3586	[{u'alias': u'pizza', u'title': u'Pizza'}]	{u'latitude': 40.71259, u'longitude': -73.8781}	(718) 894-7915	2987.25814172	carlos-pizza-middle-village	https://s3-media2.fl.yelpcdn.com/bphoto/p4IQnwP4bbgCE-Jf0Pa2Ag/o.jpg	False	{u'city': u'Middle Village', u'display_address': [u'74-02 Metropolitan Ave', u'Middle Village, NY 11379'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'74-02 Metropolitan Ave', u'zip_code': u'11379'}	Carlo's Pizza	17188947915.0	$	4.5	109	[delivery, pickup]	https://www.yelp.com/biz/carlos-pizza-middle-village?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	5
19	2876	[{u'alias': u'japanese', u'title': u'Japanese'}, {u'alias': u'sushi', u'title': u'Sushi Bars'}]	{u'latitude': 40.6779174805, u'longitude': -73.97265625}	(718) 638-8866	2176.46663497	geido-brooklyn	https://s3-media1.fl.yelpcdn.com/bphoto/hs4kM3X5xuTZOHpJ25RGIw/o.jpg	False	{u'city': u'Brooklyn', u'display_address': [u'331 Flatbush Ave', u'Brooklyn, NY 11217'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'331 Flatbush Ave', u'zip_code': u'11217'}	Geido	17186388866.0	$$	4.0	276	[]	https://www.yelp.com/biz/geido-brooklyn?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	6
20	2498	[{u'alias': u'diners', u'title': u'Diners'}, {u'alias': u'newamerican', u'title': u'American (New)'}]	{u'latitude': 40.6974029411, u'longitude': -73.9932500794}	(718) 855-5484	4818.13032036	clarks-restaurant-brooklyn	https://s3-media3.fl.yelpcdn.com/bphoto/SnidLC9xuduRJ9jlw82I7A/o.jpg	False	{u'city': u'Brooklyn', u'display_address': [u'80 Clark St', u'Brooklyn, NY 11201'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'80 Clark St', u'zip_code': u'11201'}	Clark's Restaurant	17188555484.0	$$	4.0	312	[delivery, pickup]	https://www.yelp.com/biz/clarks-restaurant-brooklyn?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	10
21	1639	[{u'alias': u'pizza', u'title': u'Pizza'}]	{u'latitude': 40.8195671, u'longitude': -73.8173523}	(718) 829-2828	5822.66747059	tommys-pizza-bronx	https://s3-media4.fl.yelpcdn.com/bphoto/O1YDsYO6pOTUytraeD4djA/o.jpg	False	{u'city': u'Bronx', u'display_address': [u'4033 E Tremont Ave', u'Bronx, NY 10465'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'4033 E Tremont Ave', u'zip_code': u'10465'}	Tommy's Pizza	17188292828.0	$	4.5	63	[]	https://www.yelp.com/biz/tommys-pizza-bronx?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	9
22	4161	[{u'alias': u'tradamerican', u'title': u'American (Traditional)'}]	{u'latitude': 40.5651779175, u'longitude': -74.1268386841}	(718) 667-3013	2540.3523259	canlons-restaurant-staten-island	https://s3-media1.fl.yelpcdn.com/bphoto/QKVgsH_NUsf8nLTU1O83Wg/o.jpg	False	{u'city': u'Staten Island', u'display_address': [u'1825 N Railroad Ave', u'Staten Island, NY 10306'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'1825 N Railroad Ave', u'zip_code': u'10306'}	Canlon's Restaurant	17186673013.0	$$	4.0	41	[]	https://www.yelp.com/biz/canlons-restaurant-staten-island?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	10
23	551	[{u'alias': u'italian', u'title': u'Italian'}]	{u'latitude': 40.7492708805, u'longitude': -73.9770827441}	(212) 599-6360	1222.79537415	sams-place-new-york	https://s3-media2.fl.yelpcdn.com/bphoto/WZ92cbzbelaAUoSkksqF9w/o.jpg	False	{u'city': u'New York', u'display_address': [u'132 E 39th St', u'New York, NY 10016'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'132 E 39th St', u'zip_code': u'10016'}	Sam's Place	12125996360.0	$$	4.0	176	[]	https://www.yelp.com/biz/sams-place-new-york?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	10
24	1934	[{u'alias': u'pizza', u'title': u'Pizza'}]	{u'latitude': 40.84044, u'longitude': -73.8434549}	(718) 863-0874	2691.4138456	ljubo-pizzeria-bronx	https://s3-media3.fl.yelpcdn.com/bphoto/qEEeuFKvgmL8bjQguwY_dg/o.jpg	False	{u'city': u'Bronx', u'display_address': [u'15 Westchester Sq', u'Bronx, NY 10461'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'15 Westchester Sq', u'zip_code': u'10461'}	Ljubo Pizzeria	17188630874.0	$	4.0	22	[]	https://www.yelp.com/biz/ljubo-pizzeria-bronx?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	10
25	4482	[{u'alias': u'burgers', u'title': u'Burgers'}, {u'alias': u'donuts', u'title': u'Donuts'}, {u'alias': u'coffee', u'title': u'Coffee & Tea'}]	{u'latitude': 40.54578, u'longitude': -74.161258}	(718) 356-0884	4701.75630726	country-donuts-amboy-staten-island	https://s3-media2.fl.yelpcdn.com/bphoto/rKVZDdMaFwWQW8epJ4XOZA/o.jpg	False	{u'city': u'Staten Island', u'display_address': [u'4357 Amboy Rd', u'Staten Island, NY 10312'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'4357 Amboy Rd', u'zip_code': u'10312'}	Country Donuts Amboy	17183560884.0	$	4.0	36	[]	https://www.yelp.com/biz/country-donuts-amboy-staten-island?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	6
26	1851	[{u'alias': u'hotdogs', u'title': u'Fast Food'}, {u'alias': u'burgers', u'title': u'Burgers'}]	{u'latitude': 40.8251991272, u'longitude': -73.8711395264}	(718) 893-4494	3015.33501277	white-castle-bronx-5	https://s3-media2.fl.yelpcdn.com/bphoto/syOAKXjMJjSDbHTIim0gqw/o.jpg	False	{u'city': u'Bronx', u'display_address': [u'1677 Bruckner Blvd', u'Bronx, NY 10472'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'1677 Bruckner Blvd', u'zip_code': u'10472'}	White Castle	17188934494.0	$	3.5	17	[]	https://www.yelp.com/biz/white-castle-bronx-5?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	5
27	1984	[{u'alias': u'pizza', u'title': u'Pizza'}]	{u'latitude': 40.87446, u'longitude': -73.9102599}	(718) 562-3820	4115.61917664	arturos-pizzeria-bronx	https://s3-media3.fl.yelpcdn.com/bphoto/QBjcBmeVSO29aNzh4TJkHQ/o.jpg	False	{u'city': u'Bronx', u'display_address': [u'5189 Broadway', u'Ste A', u'Bronx, NY 10463'], u'country': u'US', u'address2': u'Ste A', u'address3': u'', u'state': u'NY', u'address1': u'5189 Broadway', u'zip_code': u'10463'}	Arturo's Pizzeria	17185623820.0	$	3.0	86	[delivery, pickup]	https://www.yelp.com/biz/arturos-pizzeria-bronx?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	7
28	476	[{u'alias': u'italian', u'title': u'Italian'}]	{u'latitude': 40.7652956467, u'longitude': -73.9804628161}	(212) 245-9800	588.647181194	trattoria-dellarte-new-york	https://s3-media2.fl.yelpcdn.com/bphoto/TpcVebh78KtYv9SUpjZbwQ/o.jpg	False	{u'city': u'New York', u'display_address': [u'900 7th Ave', u'New York, NY 10019'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'900 7th Ave', u'zip_code': u'10019'}	Trattoria Dell'Arte	12122459800.0	$$$	4.0	710	[]	https://www.yelp.com/biz/trattoria-dellarte-new-york?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	2
29	708	[{u'alias': u'ethiopian', u'title': u'Ethiopian'}, {u'alias': u'african', u'title': u'African'}, {u'alias': u'bars', u'title': u'Bars'}]	{u'latitude': 40.8097496, u'longitude': -73.9586993}	(212) 663-0505	5761.0171584	massawa-new-york	https://s3-media1.fl.yelpcdn.com/bphoto/HJ7PIgu8hVMN8j2XQNFTMw/o.jpg	False	{u'city': u'New York', u'display_address': [u'1239 Amsterdam Ave', u'New York, NY 10027'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'1239 Amsterdam Ave', u'zip_code': u'10027'}	Massawa	12126630505.0	$$	4.0	220	[delivery, pickup]	https://www.yelp.com/biz/massawa-new-york?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	9
30	4839	[{u'alias': u'italian', u'title': u'Italian'}]	{u'latitude': 40.51633, u'longitude': -74.23419}	(718) 984-9886	10982.8934346	villa-monte-pizzeria-staten-island-2	https://s3-media1.fl.yelpcdn.com/bphoto/YopFGkVlcTFGLyhLVeWtJw/o.jpg	False	{u'city': u'Staten Island', u'display_address': [u'7001 Amboy Rd', u'Staten Island, NY 10307'], u'country': u'US', u'address2': None, u'address3': None, u'state': u'NY', u'address1': u'7001 Amboy Rd', u'zip_code': u'10307'}	Villa Monte Pizzeria	17189849886.0	$$	3.5	16	[]	https://www.yelp.com/biz/villa-monte-pizzeria-staten-island-2?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	9
31	4169	[{u'alias': u'indpak', u'title': u'Indian'}]	{u'latitude': 40.57219, u'longitude': -74.11273}	(718) 987-4700	2814.95786013	taste-of-india-ii-staten-island-2	https://s3-media3.fl.yelpcdn.com/bphoto/4dTOhwmppjesO7She9LQ4A/o.jpg	False	{u'city': u'Staten Island', u'display_address': [u'287 New Dorp Ln', u'Staten Island, NY 10306'], u'country': u'US', u'address2': u'', u'address3': u'', u'state': u'NY', u'address1': u'287 New Dorp Ln', u'zip_code': u'10306'}	Taste of India II	17189874700.0	$$	4.0	135	[]	https://www.yelp.com/biz/taste-of-india-ii-staten-island-2?adjust_creative=zq2-GC_Byjej-yF_sonmVw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=zq2-GC_Byjej-yF_sonmVw	9
